iter	Logloss
523	525	0.02312260524	0.02056293899
525	0.02048116605
526	0.02040583666
527	0.02032188148
528	0.02026350863
529	0.02021002507
530	0.02012081541
531	0.02004796413
532	0.01998723853
533535	0.02214126534	536	0.02205786535	537	0.02197415536	538	0.02189542537	539	0.02180984538	540	0.021697539	0541	0.0215714540	0542	0.0215123541	0543	0.0214662542	0544	0.0213680543	0545	0.0213615544	0546	0.0212756545	0547	0.0211980546	0548	0.0211131547	0549	0.0210298548	0550	0.0209518549	551	0.0208963973
552	0.02082375239
553	0.02074355285
554	0.02069106509
555	0.02059305994
556	0.02050405383
557	0.02045405626
558	0.0203980557	0559	0.02038497735
560	0.02030715495
561	0.02025115278
562	0.0201961966
563	0.0201292959
564	0.02005276495
565	0.01995023226
566	0.01986867618
567	0.01982063997
568	0.01978754634
569	0.01971808149
570	0.01966354833
571	0.01958388266
572	0.01949401922
573	0.01943858881
574	0.01938264207
575	0.01930295161
576	0.01924992555
577	0.01920402161
578	0.01915138814
579	0.01911003773
580	0.01905079505
581	0.01895599655
582	0.01889341258
583	0.01884041393
584	0.01876092542
585	0.01868820997
586	0.01863941538
587	0.01858290151
588	0.01850469316
589	0.01845724665
590	0.01836845538
591	0.01830663544
592	0.01825268412
593	0.01816995388
594	0.01811496061
595	0.01804849281
596	0.01800029115
597	0.01794607198
598	0.01786092531
599	0.0178288827
600	0.01776648696
601	0.01772832891
602	0.01767572244
603	0.01763796464
604	0.01755307372
605	0.01750604	0.0606	0.01742605	0.0607	0.01735606	0.0608	0.01730607	0.0609	0.01723608	0.610	0.01717609	0.0611	0.01712610	0.0612	0.01706611	0.0613	0.01700612	0.0614	0.01698613	0.01515496392
614	0.01510693598
615	0.01507429581
616	0.01503871239
617	0.0149933258
618	0.01495562382
619	0.01491005987
620	0.01489869921
621	0.01486405335
622	0.01480727103
623	0.01476889592
624	0.0147230079
625	0.01468558485
626	0.01463469226
627	0.01460633193
628	0.01456341941
629	0.01451467601
630	0.01448092497
631	0.014473745
632	0.0144286462
633	0.01437582651
634	0.01432141629
635	0.01428651165
636	0.01421676202
637	0.01417354437
638	0.01414049669
639	0.01413200875
640	0.01409552809
641	0.01405154097
642	0.01398732434
643	0.01393885423
644	0.01389288882
645	0.0138642403
646	0.01380739752
647	0.01374465776
648	0.01372004603
649	0.01368992911
650	0.01364176453
651	0.01360081699
652	0.01356323231
653	0.01353218832
654	0.01348621847
655	0.01343852468
656	0.01340165545
657	0.01337281144
658	0.01333545611
659	0.0133073207
660	0.01327706189
661	0.01323723853
662	0.01320767786
663	0.01316900608
664	0.01314749762
665	0.01312783484
666	0.01306882513
667	0.01301573458
668	0.01298475306
669	0.01295568373
670	0.01289698318
671	0.01286057064
672	0.01279553174
673	0.01274816927
674	0.012716852
675	0.01267932173
676	0.01264444369
677	0.0126092835
678	0.01256610253
679	0.01252669272
680	0.01248639333
681	0.01242758516
682	0.01238148432
683	0.01235331264
684	0.01232833975
685	0.01230535685
686	0.01227010475
687	0.01222688388
688	0.01219526994
689	0.01218649581
690	0.01215820401
691	0.01212636798
692	0.01209432436
693	0.01204969877
694	0.01198760675
695	0.01192972243
696	0.01188408512
697	0.01186657395
698	0.01182731409
699	0.01181308113
700	0.01178829245
701	0.01174002065
702	0.01168752906
703	0.01165339832
704	0.01162161227
705	0.01159695418
706	0.01155714291
707	0.01152298799
708	0.0114811807
709	0.01143944233
710	0.01141915075
711	0.011361734
712	0.01132243181
713	0.01128091191
714	0.01124042106
715	0.01121973568
716	0.01120043849
717	0.01117636003
718	0.01113693208
719	0.01109717886
720	0.01104659865
721	0.01103387842
722	0.01100957867
723	0.01098767681
724	0.01096885646
725	0.01094924204
726	0.01090954767
727	0.01090516786
728	0.01088906745
729	0.01083986939
730	0.01080805391
731	0.0107916125
732	0.01076358149
733	0.01073085466
734	0.01070456775
735	0.01067534404
736	0.01064100169
737	0.01060662386
738	0.01057176759
739	0.01054327627
740	0.01051703531
741	0.01048491027
742	0.01044854368
743	0.01044408124
744	0.01042930695
745	0.01041002467
746	0.01038395462
747	0.01035854319
748	0.0103233306
749	0.01028939011
750	0.01025449635
751	0.01021948409
752	0.01018821921
753	0.01017292374
754	0.01014945473
755	0.01013844354
756	0.01012210572
757	0.01010252315
758	0.01007709076
759	0.01007343125
760	0.01003642417
761	0.0100113747
762	0.009978044869
763	0.009956037807
764	0.009933246361
765	0.009910944651
766	0.009893093286
767	0.009858913776
768	0.00982903749
769	0.009819826834
770	0.009805463273
771	0.009784518715
772	0.009779029243
773	0.009755276062
774	0.009720172302
775	0.009703575708
776	0.009687855802
777	0.009647536661
778	0.009619142479
779	0.009594276812
780	0.009579590389
781	0.009554286176
782	0.009541486142
783	0.009522055532
784	0.009493534785
785	0.009474070316
786	0.009449018025
787	0.009428443489
788	0.009407153899
789	0.009387421386
790	0.009350297417
791	0.009326326575
792	0.009292045087
793	0.00927495634
794	0.00925972496
795	0.00923622249
796	0.009221085833
797	0.009190585587
798	0.0091604602
799	0.009138300373
